"","NC","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"Loss_4q24",4,0.0699379314194497,0.0180179903902396,-0.000745347553447547,0.0107608020677703,-0.0660168746223658,-0.0646904970459569,-0.0374814375893898,0.145539223164925,0.0337168507666904,-0.0871783099483695
"Fusion_4q24",4,0.00137537950100617,0.00245599655638314,0.00221148048714185,-0.000709921144241749,-0.00218675134145185,-0.00526044893645704,-0.00126967863729222,0.00399076673300513,-0.000494983294472696,-0.00607736062002359
"Loss_4q23",4,0.069945211273125,0.0179582055088909,-0.000701115875031678,0.0105159843477756,-0.065674456439865,-0.0642777513045512,-0.0376176503432531,0.145906799509189,0.0344534915482454,-0.086713490501842
"Gain_4q23",4,0.00308854211903719,-0.0345706282687367,-0.00906430151128215,0.00790406093876463,0.00677805317460106,0.00718730809286184,0.00279393727760402,0.011815681060552,-0.0070093749120698,0.0238622557930429
"Fusion_4q23",4,0.00160249327722263,0.00196523962523954,0.00238631303491059,-0.00189023512465771,-0.00141867871543188,-0.00526388860741294,-0.000306534959990953,0.00351038761141384,0.00334799086665832,-0.00533991438728161
"Loss_4q223",4,0.0698346281011873,0.0177877775822603,-0.0016141466220429,0.0108504702074419,-0.0660810985225031,-0.063329846736295,-0.0378583242315048,0.146700131913552,0.0341032709195488,-0.0869005750278282
"Fusion_4q223",4,0.00251441288052822,0.00258944563166218,0.00464625743373744,-0.00285943869330612,-0.00342943108698454,-0.00873415255260515,-0.0046794075588507,0.0114334857101982,0.00146652722615268,-0.00609234646399957
"Loss_4q213",4,0.0698196502822129,0.017283455403578,-0.00320409687720877,0.01186973611106,-0.0665768107819693,-0.061874790669406,-0.037123552970983,0.146991767223425,0.034351124973905,-0.0876767418621027
"Fusion_4q213",4,0.00382367461375997,0.00157831693007247,0.00591499707915599,-0.00107453095903218,-0.00656090549562012,-0.0102352276853081,-0.0018310926423765,0.015715654993821,0.00741756468902619,-0.0115926814242552
"Loss_4q133",4,0.071477898959315,0.0191253509900154,-0.00659048200732576,0.0139371636457683,-0.0666317615108212,-0.0580002211918636,-0.0376060587132292,0.145981808684621,0.0328566888476858,-0.0855487295733365
"Gain_4q133",4,0.00309690484114131,-0.0346456291783953,-0.00893412689238036,0.00807343572115912,0.006837845046568,0.00693014385519296,0.00343733157325561,0.0120908868217238,-0.00725209295336103,0.024318815249409
"Fusion_4q133",4,-0.000570018881216262,0.00183845640612833,0.000295675926274943,0.00020783547819061,-0.000844748826700718,-0.00152349370038225,-0.00100653222221175,0.00295268900099361,0.000355800214226793,-0.000860933932256951
"Loss_4q12",4,0.0717974300731739,0.0190496815375828,-0.00679094269935882,0.0142655880052211,-0.0671398846342534,-0.0579600676721677,-0.0373765849325126,0.145909796314289,0.0331905078051335,-0.0855086821723427
"Fusion_4q12",4,0.000632023195202727,0.0027967707577983,-0.000450716636805673,-0.00755049502207721,-0.00509905473811177,0.00122923155575011,-0.00305901889867789,0.00874803882415912,-0.00356789450834696,-0.00355597779926855
"Loss_4q11",4,0.0719176738472778,0.0189326983809916,-0.00671448987814544,0.0153283857739353,-0.066708830559774,-0.0579914685825461,-0.0369272941572266,0.145036839687372,0.033597944720097,-0.0853817359948758
"Fusion_4q11",4,0.00314339497032542,0.00280353152927196,0.00292739672706307,0.00189556777867494,-0.00259516831923443,0.013178010110442,-0.00024932273532064,0.00465573034062385,-0.00355312926173115,-0.004509824436491
"Loss_4q10",4,0.0717208570344983,0.0187903295477959,-0.00619865081816819,0.0166270810337247,-0.0646009117056211,-0.0586247659766645,-0.0367505876379634,0.144459814692385,0.034966236864803,-0.0849667412078678
"Fusion_4q10",4,-9.16917442001341e-05,-0.00592970035347514,-0.00209960515650995,-0.00613548670182941,0.00179281326445124,-0.000407934697347327,0.00662145769409675,-0.0111491928862994,0.011078011458543,-0.023211931357951
"Loss_4p10",4,0.0727408272456484,0.0186470825381296,-0.00614162829026353,0.0163511745068785,-0.0630180065121416,-0.0571628463948441,-0.0358894144520476,0.140216172893086,0.0338884608670693,-0.0823359469549654
"Gain_4p10",4,0.00353756693613231,-0.0338841149629853,-0.00897669619080339,0.00843681660469701,0.00468445937338588,0.00495147551275064,0.00224309032135746,0.0170826820204507,-0.00590283932768961,0.0209616091500967
"Fusion_4p10",4,0.00320863762237071,0.00268104970693772,-0.000928232392028421,0.00304113254998761,-0.0141064921627482,-0.0129156139039963,-0.0078486950513022,0.0347011182297232,0.00862626117007571,-0.0210145835667424
"Fusion_4p11",4,-0.000340751444223062,0.000921320342449478,0.000986221453396245,-0.000851737277060865,0.00102684500795029,-0.000341426455323749,-0.000280760391603733,-0.000235309199072345,7.10567302503699e-05,-0.000410348922182703
"Loss_4p12",4,0.0724174111891538,0.0180049086657367,-0.00641620262906151,0.0165867805066717,-0.0626694171950352,-0.0566045518803541,-0.0368633185359597,0.139171605402638,0.0344530265587742,-0.0825314783260982
"Fusion_4p12",4,0.00520782476095158,-0.00404129443046441,-0.00317441497382881,-0.00138429026520106,-0.00492652472499061,0.00611367341378593,-0.00136630520938328,-0.00458218272160736,-9.01749422062051e-05,-0.00997136785956507
"Fusion_4p13",4,-0.000780286232798618,0.000342599974414245,-0.000216333520825307,0.000146772732938161,-0.000714111311334321,8.31418259559917e-05,0.00057565304397779,-0.00013506266127174,0.000427623031037599,-0.00115364513761736
"Loss_4p14",4,0.0724013493404937,0.0178409272748832,-0.005897446168627,0.0160998480587298,-0.0625086451710071,-0.056815641505327,-0.0366126388463408,0.138090792759787,0.0346980343302604,-0.0818169774127804
"Fusion_4p14",4,-0.000570173048601618,0.000985615914411929,-0.000268938529857442,0.00256808076896975,-0.00313978426175134,-0.000925330076666423,-0.00186908602525907,-0.00133807530402589,0.000877661536871103,0.00210460573404615
"Loss_4p151",4,0.0706791993647189,0.0177588169709666,-0.0058882807925762,0.0150045141501481,-0.0613587193520746,-0.0552346908741982,-0.0361770648728732,0.135555239156909,0.0335138811495653,-0.0801182923598598
"Fusion_4p151",4,0.00368427492833255,0.00120840354295908,0.00721631048977757,0.00602430821247864,0.00628431283472915,0.014785590014226,0.00478807933794243,0.00253579126018504,-0.00072025300393001,0.0017061169783433
"Gain_4p161",4,0.00386578443838782,-0.0328350320615841,-0.0102529322664066,0.00865392483720049,0.00657380652807086,0.00545912701420748,0.00101776937430665,0.016609168596501,-0.00580848927607947,0.0203712108975768
"Fusion_4p161",4,0.00443905349089747,0.00437265292284663,-8.57884632342049e-05,0.00135919844832915,0.000313882426850601,-0.00718212676759228,-0.00909494892955727,0.00653025074836786,0.00308423098326801,-0.00142508848893236
"Loss_5q353",5,0.0739710639326426,0.00414992608786354,0.0728230461445005,-0.0309706664844305,0.00457707027170422,-0.0268255476938686,0.0135280161414128,-0.0380632744151145,0.0269441968228622,0.00467897378669016
"Gain_5q353",5,0.00758871206595983,-0.0316231777015505,-0.00970559145193352,0.0188175138599592,0.0271329732197216,0.0549415463306289,0.00379672078466197,0.0145536877011686,-0.00335441801982129,0.0451232052939669
"Fusion_5q353",5,0.00776007954664044,-0.000287357708924602,0.00232167039322584,-0.00104119764127437,0.0054268674996006,0.00522255418986546,0.00386162607230905,-0.00704404716995375,0.00789414789130399,-0.0021203756822781
"Fusion_5q352",5,0.00535606989939691,0.00191537824762028,0.0035341883274774,0.0022538367228143,0.00370109378622989,0.00502155773062034,0.00269790527006481,-0.00239160568481946,0.00841860662841376,-0.0044090981592508
"Loss_5q34",5,0.0731986596809972,0.00426756844330755,0.0751913079028204,-0.0316140439092558,0.00609328209764161,-0.0264370121921641,0.014266622766273,-0.0400696338778852,0.0286579930876451,0.00348618514716219
"Gain_5q34",5,0.00809630333752331,-0.0324175092246421,-0.0108249416239911,0.0182466249940023,0.0295925048453689,0.0540346369244113,0.00894887883295803,0.0160804907770194,-0.00519745050207955,0.0476815730245325
"Fusion_5q34",5,0.00952167907120642,0.00292703962763443,0.0137110300276249,-0.00617740982039305,0.00334201419391342,-0.0027960970857574,0.00423945906914729,-0.0100841060525042,0.00923097631381449,-0.00314908488318006
"Loss_5q333",5,0.072732485644717,0.00812788892921511,0.0761703643652546,-0.0382843758798514,0.00764602448724662,-0.027973014285861,0.0112306157554152,-0.0377087527549255,0.0304284906819198,-0.00039155150805917
"Gain_5q333",5,0.00756391995745354,-0.0331044069843376,-0.0109522786192754,0.0173846439421494,0.0295041881460314,0.0533892658612556,0.0141114575189462,0.0187205235074072,-0.00681165461124912,0.0491031073870192
"Fusion_5q333",5,0.0172147366703013,0.0067201469015098,0.0188121318031801,-0.0208495134953593,0.00406034801122247,-0.00871925604451162,-0.0037636833929095,-0.00718684346952907,0.0106305010351141,-0.00579223284987604
"Loss_5q32",5,0.0724052317482997,0.00803653471302391,0.0779858255875244,-0.0386846221720687,0.00781562918376212,-0.0284682277681391,0.0100329475899257,-0.0386933734456218,0.0292703264768396,-0.00228502075683003
"Fusion_5q32",5,0.00393072380250521,0.00113376225043404,0.0102222859208784,-0.00698592591310309,0.000874982167846754,-0.00733411254154151,-0.000146194877561325,-0.0074003558404788,-0.0031657107121872,-0.00506176776878989
"Loss_5q313",5,0.0728916865107227,0.00990757839819321,0.0772355513688766,-0.0397908579819131,0.0104755257510751,-0.0330534494746469,0.00872301130547838,-0.037321456623492,0.0308342723979904,-0.00340281943628336
"Gain_5q313",5,0.00717428304563957,-0.0327160144695272,-0.0115249837492231,0.0179474989745104,0.0286383692545973,0.0540974596978562,0.013421320606674,0.0190224762313823,-0.00785413268642634,0.0491422278511908
"Fusion_5q313",5,0.0106159851113038,0.00891514745248704,0.0126451256721462,-0.00285828196228658,0.0133902127792725,-0.00288704848292231,0.00173928263561002,0.000338703273917668,0.00893671463656524,-0.00465628446794907
"Loss_5q233",5,0.0730809525701895,0.00906487270410966,0.076375098348364,-0.0397133089778628,0.00913953539214395,-0.0343633672531197,0.00835042831777269,-0.0379571523112108,0.0312172486479306,-0.00407259631936826
"Gain_5q233",5,0.00725594108158566,-0.0330360520072792,-0.0115478527750423,0.0179045505496406,0.0288755522408116,0.0542584740657513,0.0139657120931084,0.0193379394695292,-0.00824446303988071,0.049461936023705
"Fusion_5q233",5,0.00181492998909847,0.0008919727620527,0.00608736421743518,-0.000820980606695376,0.0017752825403024,-0.00135877660871107,0.000548150130037365,-0.00534689350094732,-0.000788301394033157,-0.00150448165670196
"Loss_5q223",5,0.0735024266164021,0.00913839568005319,0.0763345168032846,-0.0395548012650856,0.0087134268900743,-0.0343325712629532,0.00882312727333526,-0.0375927142672401,0.0312997886705709,-0.00351702675105442
"Fusion_5q223",5,0.00592377255309721,0.00665687653413265,-0.0016257748638676,-0.00221799795042185,0.0112911259142333,-0.00844438469450861,-0.00168908574095507,-0.000304270138241583,0.00264489674821506,-0.00216515873827955
"Loss_5q213",5,0.0737525858653675,0.00754732369646519,0.0782612530173414,-0.0399322273376236,0.00667974587070485,-0.0324490916813244,0.0101333710026351,-0.0379429653081035,0.0314839842855187,-0.00312428490170358
"Gain_5q213",5,0.00705628755246336,-0.0336756553970431,-0.00960048991233524,0.0179390501577329,0.0279563653325291,0.0552232284573929,0.0134113945981255,0.0198942816300284,-0.00846614487513687,0.049317948822891
"Fusion_5q213",5,0.00378287168629222,-0.00183514530701526,0.0106169446108119,-0.00267079584857895,0.00304813622530121,-6.01632168402288e-06,0.00269280693666484,-0.00724351796593579,0.00302098287727238,0.000546178395199256
"Loss_5q15",5,0.0741851720376795,0.00875495800979862,0.0774798689205349,-0.0404440601929685,0.00612194123927663,-0.0332385238428142,0.00909524360541306,-0.0365276433780669,0.0312453471881296,-0.00237750716931416
"Gain_5q15",5,0.00720349616952343,-0.0356500692267765,-0.00960082238966045,0.0164888979852666,0.0278909798489171,0.0547886881345409,0.0147700549074116,0.0174029774454508,-0.00782784523106972,0.0460882962016261
"Fusion_5q15",5,0.00768720636370728,0.00180716943231237,0.0112790297765071,-0.00479744399755721,0.00198144018907151,-0.0109410581141847,-0.00658286899217996,0.00174115347563807,0.00275746523687211,-0.00670818535348227
"Loss_5q143",5,0.074540355299537,0.0083801279321165,0.076959071004639,-0.0401997921746949,0.00530350761841643,-0.0324982809838475,0.0109720720832943,-0.0377071993865063,0.0300743270766934,-0.00187043620479081
"Gain_5q143",5,0.00762477677998033,-0.0357326326029438,-0.00902278064780496,0.0163166498072924,0.0287380774731878,0.0541543045927819,0.0148443082928284,0.0178140262086482,-0.00745775509889568,0.0471338141737683
"Fusion_5q143",5,0.00683469441661627,0.00133351008995816,0.00718898386908995,-0.0077726029492213,0.00114227608498342,-0.00474318217495945,0.00449532441341976,-0.00120020603334378,3.75987516599069e-05,-0.00906908778581511
"Loss_5q133",5,0.0757568893434301,0.00828241831506356,0.076612265439705,-0.0393598006585685,0.00494095201790583,-0.0312411938274802,0.0110888240154947,-0.0370496111070514,0.0312448039886391,-0.00175641952581671
"Gain_5q133",5,0.00756455134427244,-0.0356841611505078,-0.00866533564149161,0.0152503180101991,0.0280334542601865,0.0512256372503872,0.0133572255900367,0.0168514122834502,-0.00683095317943894,0.047546682294723
"Fusion_5q133",5,0.0242202081343333,0.007828445430807,0.0225362789189096,-0.0198184082880631,0.00252849258255118,-0.00190392613640135,0.00287005549451012,-0.00178484437773341,0.0158533563326705,-0.00955537024088994
"Loss_5q123",5,0.0758189419784696,0.00312401336927261,0.0762355386905294,-0.0351911390156811,0.00137443158833662,-0.0308228308737719,0.009699897343984,-0.0396531652101734,0.0247162785327102,0.00348387561912288
"Gain_5q123",5,0.00540177307451416,-0.0379307459887989,-0.0107688173720164,0.0132786977458181,0.0253009789719682,0.0365272625367403,0.0077213039313296,0.0124718195853121,-0.00458996174698001,0.0484238571357333
"Fusion_5q123",5,0.011581061224957,0.000967412532867223,0.0193486816859151,-0.00957663243653,0.00551968347491165,0.00315902159248194,0.0058533723835992,-0.00824952327752694,0.00377874113177933,2.30978636363362e-05
"Loss_5q112",5,0.0765683526897281,0.00407437394416356,0.0751807417088329,-0.0335110672864881,0.00133177055871059,-0.0305889062734449,0.00891178641474535,-0.0371780435943387,0.0241206020102007,0.0033498221239288
"Gain_5q112",5,0.0055037653545647,-0.0396116446272024,-0.0110824181067438,0.0119833780468189,0.0225654211257473,0.0327098080260219,0.00684221803837897,0.00879425603658703,-0.00509676373503984,0.0486964988908819
"Fusion_5q112",5,0.0128155032503743,0.00583253272328344,0.0116583501731004,-0.0154341410441635,-0.00399722091431648,-0.0120098086176921,-0.00311629034478092,-0.0149398185088357,0.00898841829138678,0.00711243850486512
"Loss_5q10",5,0.0764864323291825,0.003307241403078,0.0729410402179187,-0.0321949160767987,0.00112214004115945,-0.0275455153200799,0.00865263677564763,-0.0352285317929497,0.0222374027583768,0.00261217800138657
"Fusion_5q10",5,0.00597201283679883,0.00241110506277784,0.00748078869502979,-0.0120618287173949,-0.00843578638605366,-0.00413249721215646,-0.00267130460368636,-0.0042973535219463,0.0007126991387013,0.00528635572094199
"Loss_5p10",5,0.0771729539465447,0.00374248589440477,0.0729519488306818,-0.0320455635361151,0.00140984411526568,-0.027678742017995,0.00832439539055252,-0.0342727493695359,0.0211555813142238,0.00303693275813348
"Gain_5p10",5,0.00549164878541605,-0.0373860209675438,-0.00816858565083388,0.00974960578940611,0.0208596642198948,0.0294498501734957,0.00748461474280705,0.00676747459253778,-0.00281297207337309,0.0457962823834562
"Fusion_5p10",5,0.00467495304315763,0.000458869327491075,0.0119060619885582,-0.00537004274048536,-0.00126105769757279,-0.00866064925303432,-0.000498578970473587,-0.00659179408083638,0.0025506978224815,0.00598060369181662
"Loss_5p11",5,0.0771936548832362,0.00376067676283405,0.0731335592397995,-0.0322288512014496,0.0014585967653113,-0.0278437503768612,0.00828964179473708,-0.0343624516387789,0.0212926874551684,0.00308082853591042
"Gain_5p11",5,0.00546996401627437,-0.037070793916268,-0.00834076036283819,0.0101308506718164,0.020728240666171,0.0296841930389213,0.00610826554641746,0.00617307622342384,-0.00242546613441666,0.0450574711138644
"Fusion_5p11",5,0.0156500320469366,0.00172199904867384,0.0244567822656342,0.00071953241961377,0.0026682241523078,-0.00241871104273923,0.00312131444711364,0.00815616154100766,0.0140761950195462,-0.0083236751007135
"Loss_5p12",5,0.0772189296858295,0.00379020232658378,0.0731880385632065,-0.0320835998026527,0.00148702028362549,-0.0279392085669123,0.00838865698783701,-0.0343865229565791,0.0214323218871955,0.00321922757734727
"Fusion_5p12",5,0.0056540412294198,0.00262000144397482,0.00866013169222504,-0.00188795750519177,-0.00117052236704853,-0.00942238369275298,-0.00116072625216944,0.00048466196971734,0.00606974537690565,0.00261247151589417
"Loss_5p131",5,0.0769849638436355,0.00371334132370074,0.073523605427454,-0.0313382470440152,0.00163040052945323,-0.0271987621556546,0.00893034353842392,-0.0347225549706658,0.0219118412428902,0.00325881276764793
"Fusion_5p131",5,0.0039740128695195,-0.00284040813333524,0.00674407708276149,-0.000891353103183787,0.00182574570233889,-0.00596305325294056,-0.000853751458042729,0.00108198776589625,-0.000931512572292357,0.00408183057521876
"Loss_5p141",5,0.0768895486097063,0.00377109320513124,0.0735296791691219,-0.0314500671092226,0.00184275298746892,-0.0271953576656922,0.00880184296744789,-0.0346366834917503,0.0217298125418228,0.00323710107547936
"Fusion_5p141",5,0.00406468193476106,0.000888246005074772,0.00670378974944366,-0.00353728967165044,-1.32750252366226e-05,-0.00785913158985176,-0.00342786657517851,0.00269514520850074,0.00275925178398657,0.0015909171012125
"Loss_5p151",5,0.0765271663175881,0.00399308223984039,0.0731464165265252,-0.0311601256467839,0.00187683618140962,-0.0269400541888873,0.00840831572557894,-0.0346219606236787,0.0216806002334072,0.00307382688417736
"Fusion_5p151",5,0.00172082438600675,-8.94676359896197e-05,0.00439135470928247,0.000570662368215812,-0.000955642281370663,-0.00393696797416899,-0.00497990787323537,0.000434635764921422,0.00254340888316731,0.00481281704339009
"Loss_6q27",6,0.0412539447780838,0.00758889427440493,-0.0523847635318145,-0.118948207969298,-0.100246986267505,0.0862818974598546,-0.0178123287030983,0.0108667694779405,-0.0409331532037304,0.0281928606012801
"Gain_6q27",6,0.0191381715069928,-0.117603655739321,-0.00378822098278443,0.0201302866559112,0.0240798037215943,-0.0316512608706829,-0.0270129690451701,0.0340629598468118,-0.0215193746917875,0.0251213912973515
"Fusion_6q27",6,0.00298628011653053,-0.00227613931890176,-0.00600816455425352,-0.0100000992622642,-0.00283447816615472,0.00915170710367861,0.00123717130644192,-0.00389652633633555,0.00476967739256522,0.00161076093242687
"Loss_6q26",6,0.0418259285914197,0.00662167061469552,-0.0530898209789245,-0.119612520597266,-0.102520338256405,0.0868340735556403,-0.0185404655048939,0.0103239014869462,-0.0426048762579838,0.0298335575383063
"Fusion_6q26",6,0.00226779720014229,-0.00334768980463343,-0.00167467094626375,-0.00400185161620321,-0.010924860185441,0.00091988003855006,-0.000234146337799173,-0.00470723519292804,-0.00231915381505404,0.00574821936769731
"Loss_6q253",6,0.0416199656607694,0.0071064650192869,-0.0551508695384761,-0.119762078401723,-0.101677032901875,0.0862238785803666,-0.017943207206436,0.0101969362759338,-0.0421714431158559,0.0301527648581042
"Fusion_6q253",6,0.0013107789003307,0.00307221241362221,-0.00864664193430211,-0.00473224812192338,-0.00158389747787161,0.000387477872068214,0.00154312960281806,-0.000773384943673499,-0.00317385953861824,0.00323085509117253
"Loss_6q243",6,0.0421225736689066,0.00651852289121648,-0.0551604955181051,-0.12027286243143,-0.10190846330186,0.088193778332244,-0.0173201063850079,0.0107388432377663,-0.0427634638265443,0.0307544742550805
"Fusion_6q243",6,0.00123022368692391,0.00023599834325499,-0.000925753231112618,-0.0058477279779313,-0.00090250611304419,0.00812302804829521,0.00130768334979026,0.00243018826616923,-0.00280026490925561,0.00290374911697054
"Loss_6q233",6,0.0410256716875909,0.00666087935524931,-0.0542419173724923,-0.119839495521864,-0.101171757842004,0.08630311719567,-0.0175982123943462,0.00995581334137077,-0.0420765985690425,0.0303803531600064
"Fusion_6q233",6,0.0021315787559378,0.000868145719221989,-0.00441163764507119,-0.00715890949172568,-0.00649899190165854,0.00114562295862855,-0.000633022755119703,-0.000988087106595033,-0.00229242876535814,-0.000584067616970464
"Loss_6q2233",6,0.042408215932515,0.00738366103880181,-0.0550225342155821,-0.121799373468573,-0.102119531851857,0.0874463896530817,-0.0174015867167205,0.0111361184217547,-0.0428707257460241,0.0316969710784297
"Gain_6q2233",6,0.0192026567633176,-0.117944569882514,-0.00366600032575747,0.0199660978906099,0.0241739225394246,-0.0319579771888177,-0.026458499778741,0.034361055603069,-0.0218663245177117,0.0253012657010102
"Fusion_6q2233",6,-0.000614180791836611,0.00126889566806429,0.000739202464111066,-0.000136208117037445,-0.000152889777227653,-0.000361988826899143,0.000664515392258411,-0.000339117312405165,0.00123420500850337,-0.000483496099244608
"Loss_6q21",6,0.042270917741674,0.00772189929178711,-0.055060324100654,-0.121854062362332,-0.101710335833487,0.0874190845660437,-0.0172100083456446,0.0119699221655903,-0.0437189126903608,0.0322519772979969
"Gain_6q21",6,0.0191624971738099,-0.117663522118217,-0.00357457214694273,0.0196960271889577,0.0244541559666231,-0.031998287967215,-0.0266154302242507,0.0344333393999805,-0.0221175007190917,0.0253300577349105
"Fusion_6q21",6,0.000811599379171709,-0.000515139291314432,-0.00501750828818513,-0.0100907318751667,-0.00337442557845304,0.00563775170137046,-0.00175802041216168,0.00163280705931737,-0.00299511083608102,0.00422930568911316
"Loss_6q163",6,0.0439881758310466,0.00884678048097521,-0.0565377596568886,-0.124957815556582,-0.106408401930221,0.0917955101903618,-0.0186789548168985,0.0148341254697388,-0.0444305556764818,0.0336426473292573
"Gain_6q163",6,0.0194264544104437,-0.117969672396139,-0.00312364865391691,0.0186669248042595,0.024594795259999,-0.0324017442795672,-0.0259276216461145,0.0342127422143882,-0.0223384971605256,0.0249899394269506
"Fusion_6q163",6,0.00147673632570214,0.00147458536894185,8.15858179473816e-05,-0.0114413193487573,-0.00647367191030784,0.00524644827994278,-0.00137304242712606,-0.000160911303668348,-0.00199091523266936,0.00298990329025398
"Loss_6q15",6,0.043958949561746,0.00895530783625336,-0.057071173537124,-0.124355952105156,-0.10673589087871,0.0919372874029675,-0.0186413130718767,0.0150518417033191,-0.0444372863534807,0.0335293215204846
"Fusion_6q15",6,0.00333226845445295,0.000198860673388447,-0.00253136550395041,-0.0166158457404576,-0.0156301680113652,0.00795190422385275,-0.00592558471911017,-0.00251588519938481,-0.0038060332364337,0.00492263947892865
"Loss_6q143",6,0.0451055671731492,0.00916806274733174,-0.0593618460105853,-0.123384491938333,-0.107335702321734,0.0940481814832932,-0.0176661140026322,0.0145547299889195,-0.0438866767938786,0.033470930568792
"Gain_6q143",6,0.0194538077162221,-0.118243232858473,-0.00299886809133793,0.0187321765843835,0.0246275632184389,-0.0327854226763637,-0.0252132314307833,0.0343974572348895,-0.0224787832634248,0.0250851849773495
"Fusion_6q143",6,0.00172146097842126,0.00190701851749612,-0.000364512566277829,-0.00698239744843632,-0.00543587614625986,0.0111461167820052,0.00244872901311931,0.00199503856200027,-0.00185535942685287,0.00187466517575857
"Loss_6q13",6,0.0452221418071667,0.00904795446471746,-0.0603687397959569,-0.124430018367266,-0.108122424363296,0.0931981879898071,-0.0188642543485372,0.0145017299293848,-0.0444975041820394,0.0337785013428803
"Fusion_6q13",6,0.00696767377249799,0.000240802676649894,0.000435227719337369,-0.0157310130931941,-0.0162958828111511,0.00348753956772851,-0.00406887523296482,0.0114897715019495,0.00251787868580949,0.000147776930047255
"Loss_6q12",6,0.0460038983191935,0.00894318783543295,-0.0598002834955453,-0.125906657462322,-0.110448100690263,0.0956802130236416,-0.0181184618072224,0.0161156589968366,-0.0450623921385706,0.0319323749418705
"Fusion_6q12",6,8.53527483133603e-05,0.00183496733342058,-0.00343241266147501,-0.00727040203880906,-0.00829230611350331,0.00596728263949136,-0.00147091460259267,0.00162590377736109,-0.00808739778354581,0.000172304790006062
"Loss_6q112",6,0.0471512485483418,0.00872059794693358,-0.0600987591612997,-0.126111489097439,-0.110713107531383,0.0960327027477355,-0.018231141459884,0.0162395202879089,-0.0452600002940773,0.0316413403401709
"Fusion_6q112",6,0.00659254364584263,-0.00239268660289828,0.000424462364916733,-0.00760578314063659,-0.014204415432636,-0.00137874604287231,-0.0121728330462699,0.0152068529318084,0.0106353483306344,-0.0119948712640612
"Loss_6q10",6,0.0468576068304471,0.00835534380840303,-0.0605797402848608,-0.125787477470784,-0.109682435115199,0.0961743029139219,-0.0177765291703868,0.0140492938505093,-0.0457976740693219,0.0329760920370464
"Gain_6q10",6,0.0187181203942081,-0.118669405943207,-0.00365065875140686,0.0191153351104547,0.0260409375369116,-0.031623308400671,-0.0236415681984788,0.0328805406265952,-0.025255892990916,0.0277728324226488
"Fusion_6q10",6,0.000503373816308758,-0.00045611802218656,-0.00441436834650405,-0.00940931730630494,-0.00934044772878942,0.00795862260939889,-0.00209774395801555,0.00259097035185188,-0.00396750165253657,0.00339059061822962
"Loss_6p10",6,0.0447545833402921,0.00887437158622081,-0.0630149844146796,-0.125155303872945,-0.104492897549196,0.100026994242614,-0.0159572531070907,0.0145668994145972,-0.0417777473829735,0.0333166805740266
"Gain_6p10",6,0.0187882810238544,-0.118681241203024,-0.00364124163851278,0.0185924221956657,0.0261573962525595,-0.0314991494562412,-0.0239386037270155,0.0330420651866442,-0.0257340539523293,0.0279038314511749
"Fusion_6p10",6,0.00119467316419028,-0.00156589877978436,-0.00270530834723773,-0.0117551822993671,-0.00343821170422177,0.00607161251673235,-0.00535526213971092,0.00404309281391408,-0.00879392317873207,0.00424510440042573
"Loss_6p111",6,0.0439765562361116,0.00784116016245368,-0.0598434342571571,-0.122676082525557,-0.10483294286838,0.100414874112181,-0.0161734611537558,0.0153241989997001,-0.041834153387263,0.0320847104754627
"Gain_6p111",6,0.0187674106322036,-0.118538824724709,-0.00399622406840527,0.0189761902657109,0.0260302412268785,-0.0310197105510145,-0.0253591702696926,0.0326047740321622,-0.02482460211282,0.0272247778269583
"Fusion_6p111",6,0.0044952088262397,0.000974656016691738,-0.0127451349397944,-0.0133489859964915,-0.00299746121638204,0.00474950122029499,-0.00948822743069978,-0.00187592233708056,-0.000246024130703065,0.0048881385950503
"Gain_6p112",6,0.0188072864954452,-0.11882826746882,-0.00408982182498875,0.0192470725102535,0.0257528883504694,-0.0309770203952338,-0.0251978447430564,0.0325273630795216,-0.0245798678546664,0.0272020787454728
"Loss_6p121",6,0.0436775361742508,0.007854156964139,-0.0596207879468234,-0.12217728299644,-0.104483935960768,0.100078323844262,-0.0160963933922239,0.0152752213047786,-0.0416420416095446,0.0319626878418865
"Gain_6p121",6,0.0186335689494211,-0.118245446451352,-0.00410717827838985,0.0192259504383932,0.0256169482300978,-0.0308503855925296,-0.0250866283097155,0.0324469119890181,-0.0244376163470794,0.0271029969379797
"Fusion_6p121",6,-0.000796781758628947,0.000637275841369865,-0.000576135875236865,0.000353060194481384,-0.00133831874168422,0.000773897716133994,0.000144168774587268,0.000422693805405374,0.000717269355388119,0.000617943626615078
"Loss_6p211",6,0.0407169179276385,0.00702229964675942,-0.0541458327804719,-0.116325040679924,-0.0969976859022602,0.0968276666258199,-0.0162659337648389,0.0118285461207652,-0.0375228065634814,0.0267978513084119
"Gain_6p211",6,0.0184449821907703,-0.117631020335803,-0.00442301361189389,0.0201052245637746,0.025729832635432,-0.0303742984442359,-0.0264344727651834,0.0322241406070312,-0.0239965373752276,0.0269983792082719
"Fusion_6p211",6,0.00298592340531426,-0.00102692882433527,0.00356545400441655,-0.0057224984911586,-0.00111234534483165,0.0101680429767648,0.00271262480008011,-0.00097432469111068,0.00320853908834834,-0.00342968438380211
