"","NC","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"Gain_1q11",1,0.025623507347705,-0.0874847795759839,0.00198983863776438,-0.0318872790713576,-0.0027094354826759,0.00960530177618961,-0.00395091212428937,-0.0659795268848254,-0.0397043307709945,-0.06505076581016
"Fusion_1q11",1,0.00206813017889197,-0.00384388249932246,-0.00436555309680331,0.0102894926080964,-0.00158940537453533,0.0123413393534608,-0.0318571805524855,-0.0144014165040979,0.0111573008513965,-0.00896910126800275
"Loss_1q10",1,0.0329378625995848,0.00176362044383652,-0.0331301182437243,0.0472356395426374,-0.00521881420080842,0.0481243263861483,-0.130607554792014,-0.0365190235287168,0.0381788883504072,-0.0260309407516015
"Gain_1q10",1,0.0261070847269777,-0.0885680471535372,0.00201100070984218,-0.031825852540787,-0.00282122332823841,0.00940934513928814,-0.00355731716822129,-0.0662576268536084,-0.0397766205005074,-0.0652065494448497
"Fusion_1q10",1,0.00648275222408262,-0.028244730586793,-0.0114819586604107,0.0146332034574146,0.00555926889318383,0.0252285098451601,-0.0480596072638533,-0.0346010628860911,0.0017542833983941,-0.0216655715568329
"Loss_1p10",1,0.0324276434377304,-0.0155412114890896,-0.0324275454669175,0.0452813406734364,0.00101403495723083,0.0518717973587649,-0.134089837396797,-0.046575710795801,0.0248823337332442,-0.0336052567012742
"Gain_1p10",1,0.0290370324699179,-0.0905855401854544,0.00524758730671441,-0.0391723009251721,-0.0103445285996068,-0.00303686682250072,0.017645681786878,-0.0543944404510375,-0.0374597859529211,-0.0580078316026656
"Fusion_1p10",1,9.68528736622867e-05,-0.00192246226202696,-0.00171220947376081,0.0018614866165177,-0.000998301423940868,0.00282673224562131,-0.00731087440104697,-0.00469348094864077,0.00317756816094948,-0.00381274990082475
"Loss_1p111",1,0.0288034784049218,-0.0145551752304122,-0.0318014668774379,0.046525224770697,0.00421337090270788,0.0525424351719614,-0.142212807367582,-0.0503989874342416,0.0263640273871338,-0.0336852241143735
"Gain_1p111",1,0.029731797863347,-0.0904129757111472,0.00498070521987966,-0.0379483925332483,-0.00922344792612427,-0.00200338493871124,0.0194632647975564,-0.0535909521231211,-0.0369639856259815,-0.0579688631392415
"Fusion_1p111",1,0.00392379509465447,-0.00174032170267004,-0.00633747687574005,0.00577673636596367,0.00696422037796096,0.0168975238523623,-0.0447841264387626,-0.0191803644545659,0.00538737172048014,-0.0110908094915499
"Loss_1p12",1,0.0287186002581549,-0.0141298728332545,-0.0312178878457631,0.0464200179967413,0.00419747470958861,0.0520424867692551,-0.142354961239183,-0.0513193956625464,0.0273879087372977,-0.0335291403799841
"Gain_1p12",1,0.0294775394497516,-0.0898385981561749,0.00493792350468689,-0.0377186605856188,-0.00922061275802272,-0.00197140193622007,0.0193482926984582,-0.0533816553082099,-0.0367321449275991,-0.0577604646569747
"Fusion_1p12",1,0.00217200526028048,2.44650544366081e-05,9.10517179641064e-05,0.0035368391149344,0.000144463502692646,0.00280353582114388,-0.0124958981249518,-0.00874849140685638,0.00589699942517122,-0.00308924912516371
"Loss_1p131",1,0.0354439436384349,-0.0137630525779091,-0.0359797928577247,0.052853646208685,0.0097719271942828,0.0506106213923553,-0.138311333627728,-0.0534402679662773,0.0254280434887883,-0.0287970878345492
"Gain_1p131",1,0.0279534073457762,-0.0909871486949549,0.00792479668167108,-0.0381040719044063,-0.00831491811776358,-0.00363371829154589,0.0188915950505403,-0.0512946375440406,-0.0360038852606786,-0.0602867570634028
"Fusion_1p131",1,0.00820239701799707,-0.00142329324016463,-0.00711171494290512,0.0176856480088102,0.00111990343801879,0.00139634068978956,-0.017734998159062,-0.0130847142307216,0.00248396720995272,-0.000670205999135322
"Loss_1p132",1,0.0355763975014516,-0.01383602103439,-0.0359372334382505,0.0527619320036161,0.00985023784161383,0.050502693694968,-0.138060994299425,-0.0533666958198137,0.0252892164700281,-0.028706006607471
"Loss_1p211",1,0.0352243301157779,-0.0139774619103724,-0.0354118812641757,0.0520150872796728,0.00989186531868007,0.0499873433875421,-0.137075445317426,-0.0548894704758364,0.0263632152053046,-0.0305916049736441
"Fusion_1p211",1,0.00213364105766369,-0.00131525589244791,0.000115866042344029,0.00190349922014057,0.00109864109345363,0.00246698143334579,-0.00776735298431868,-0.0107442592084253,0.00786218093641641,-0.00691435695751738
"Loss_1p221",1,0.0342531721754168,-0.0174115861476009,-0.0348964863569232,0.0508550093259195,0.00993485201795197,0.049067730026445,-0.136832257468432,-0.0549467279787147,0.0264131890189931,-0.0300998378311984
"Gain_1p221",1,0.0272304211555735,-0.0863941269158199,0.00842905782704513,-0.0373449620557892,-0.00861404323214655,-0.00366082591649839,0.0208677984851653,-0.0492061209450971,-0.0349039647824304,-0.0583752654934106
"Fusion_1p221",1,0.00403954821284461,0.000140482799652259,0.00489404491266082,-0.0051369625748686,-0.000179432356382562,0.000852572187226276,-0.00359018794566871,-0.00593615520451052,-0.0024765307449858,-0.0011887752841753
"Loss_1p311",1,0.0341139751056919,-0.0174584716196434,-0.0351993693113531,0.0510380558288993,0.0100514385072643,0.0493232236673898,-0.136915823626619,-0.0547425275605644,0.0262243480310277,-0.0302050732551741
"Fusion_1p311",1,0.00133808364205112,0.000653678298060712,0.00275204172765456,-0.000753402379434551,0.00356918736959361,-0.000546136801602663,-0.00386281009106944,-0.00450568197210936,0.00120558759595697,0.00104360868666715
"Loss_1p321",1,0.0330583757607241,-0.0169268561964399,-0.0332445007167671,0.0485342898931883,0.0105274480406081,0.047282285557725,-0.134127454240415,-0.0541614722945437,0.0263169593913445,-0.0286453386467152
"Fusion_1p321",1,0.00320362546564153,7.31766666801293e-05,-0.00063288567143528,0.0030128566462351,-0.00757365862977458,-0.000604880605185761,-0.0131579736745731,-0.00649284581491769,0.00254760434683113,-0.0019057307008856
"Loss_1p33",1,0.0329590873683799,-0.0182321178809873,-0.0337519704969804,0.0489794901233492,0.0108357147756887,0.047554513433365,-0.134701662994745,-0.0539736449184677,0.0265616341555686,-0.0279897371133821
"Gain_1p33",1,0.0277367044930128,-0.0876336376945322,0.00858524399075923,-0.0378860801205482,-0.00860623096612927,-0.00374195945544366,0.0211167455845243,-0.0497071567214823,-0.0353655827902219,-0.0589503661745995
"Fusion_1p33",1,0.000381529677370591,-0.00229760764801329,0.000590634588449067,0.000922680603287818,0.000977989596048465,0.000694152805657393,-0.000373370154331039,-0.00279630450312528,0.00482550446256272,-0.000582357534014698
"Loss_1p341",1,0.0328100040990407,-0.0178619980712817,-0.0331297954039165,0.0487206298235982,0.0104467798267127,0.0467149649131635,-0.133329639057184,-0.0539934623172077,0.0265820994493194,-0.0271766111147361
"Fusion_1p341",1,0.00266764995629537,0.00228791223468606,-0.003853162129955,-0.00226540459742994,-0.00072931693504055,-0.00111049567977346,-0.00111913659297346,-0.00192827229595056,0.00475858652055588,0.000649840291773229
"Loss_1p351",1,0.0326508724462554,-0.0179896522204754,-0.0327260067640364,0.0485656653433325,0.0104361105614888,0.0467352120436392,-0.133317950939995,-0.0538129349935073,0.02669591764591,-0.0268464914387784
"Fusion_1p351",1,0.00184023325300421,-0.00143132756791069,-9.43824471187623e-05,0.00789938063974703,-0.000261257187637077,0.00596229891446476,-0.00836094500434375,-0.00604218152406672,0.00260396141680608,0.000134700552140856
"Loss_1p3611",1,0.0310506894598987,-0.0183325280275974,-0.0309325236509489,0.045971194420871,0.00900205676156109,0.0445206968034081,-0.127260551247067,-0.053553476397283,0.0248812410718223,-0.0266799654448017
"Fusion_1p3611",1,0.00287132135327665,-0.000504276383264995,-0.00290065934955767,0.0101786560946391,-0.000876722308783895,0.001041445890578,-0.00533733851668525,-0.00616943527290577,0.000596915427815159,-0.00336294687667998
"Loss_2q373",2,0.0603965404525953,0.0310485675874934,-0.149798270423117,0.00253001724114233,0.0737733125828023,-0.0324593607588564,0.0271914305121624,-0.0107785252816358,0.00832044076716372,0.0154774762418269
"Gain_2q373",2,0.0156240366454822,-0.0675396207298429,0.0140067629335362,0.0183117950758313,0.0231860586713543,-0.0124347167333708,-0.0350658509243085,0.0317079036756978,-0.022449068128266,0.0196079849978819
"Fusion_2q373",2,0.00377950661863675,0.00214661046234441,-0.0118977096249382,-0.00438059665159818,0.0136988405150739,-0.00170117653238834,-0.00245758879356424,-0.00267196197201509,0.0046659288011519,0.00492945550548255
"Fusion_2q372",2,0.00133833220890527,0.00175145104817578,0.000453394537860644,-0.000687776716485015,0.00446386165564544,-0.00278902769463387,-0.00888829449539749,-0.003864503876337,0.0041808745599221,0.00214678456116416
"Loss_2q363",2,0.0611349903976236,0.0324950410141431,-0.151616627029869,0.00228947260145523,0.0746881008185313,-0.0330172023557615,0.0288220887467943,-0.0108421458260469,0.00831513468444341,0.0155555582533533
"Gain_2q363",2,0.0161172640900269,-0.0697721954392333,0.0154157323888748,0.0173439706094123,0.0241046204890232,-0.0145482363861549,-0.0319015652315181,0.034074520567196,-0.0256585833794406,0.0206857761061604
"Fusion_2q363",2,-0.000161237253672288,0.00120087984102614,-0.00233077939356431,0.0015259139291453,0.000691528886668648,-0.000938231522704195,0.00180144362528232,-0.00125244736793451,0.00244975536085532,0.00143560786738734
"Loss_2q35",2,0.0609715790895045,0.0325310482931717,-0.151765816561497,0.00223818937734731,0.0748156999123171,-0.0332596757499266,0.0290592897331388,-0.0111021804207156,0.00857934720596614,0.0157142264596156
"Gain_2q35",2,0.0161534242253147,-0.0691917041191833,0.0144348837958219,0.015283840197089,0.0221321583083047,-0.0127684919197291,-0.0320691455310449,0.0341997286319064,-0.0263337903254324,0.0212426857819029
"Fusion_2q35",2,0.00129922346349912,0.000140261940676539,-0.00775717501341555,-0.0031750007306741,-0.00416303141065353,0.00583594009833091,-0.00870253256368985,-0.00192954889772906,0.00253313634402247,0.00434588317872595
"Loss_2q34",2,0.0614835309894742,0.0327501914419956,-0.152935097593324,0.00315553536205127,0.0763471326007093,-0.0339722207590703,0.0292339406527948,-0.0110098550698034,0.00857063578357732,0.0153070079072002
"Gain_2q34",2,0.0168938551911778,-0.0707544466622553,0.0159479153467511,0.0146901348596338,0.0235411823124539,-0.0138892017310116,-0.0291581452473039,0.0361445754244739,-0.0285436205907985,0.0221756709246584
"Fusion_2q34",2,0.000850128406590737,-0.000246752291412203,0.00143763346677206,0.00316485590725258,0.00288409560697051,0.00117366454125515,-0.000979102650039778,0.000922876231946868,0.00102151088197156,0.00237336219577372
"Loss_2q333",2,0.0615492605029641,0.0327325704107992,-0.154383869912639,0.00392328145704762,0.0764276865870118,-0.0337356776199717,0.0296401949769587,-0.0107857513219103,0.0084284901432888,0.0153256460731518
"Gain_2q333",2,0.0166950614219718,-0.0702381961356654,0.0158306884685724,0.0146639719441598,0.0234064843168227,-0.0138380509796629,-0.0289913570396097,0.0360124048071447,-0.0283651321398151,0.0220715264643726
"Fusion_2q333",2,0.00546852409061438,-0.0033052854778963,0.00132877959023142,0.000207753648270052,-0.00227593515184265,-0.0108077160891561,-0.00301082113686541,0.00166193157376697,0.00713188852536988,-0.00155394855770029
"Loss_2q323",2,0.0619279103611874,0.0327960983841258,-0.154897393976398,0.00399544650691429,0.076531968321914,-0.0338193623395249,0.0297560528010556,-0.010841964254268,0.00849638376691914,0.0153752754404432
"Gain_2q323",2,0.0166988520283391,-0.0713167685490139,0.016386796754144,0.0144045806662431,0.0238339023245284,-0.0140265549146104,-0.0276531958734925,0.036922343218232,-0.0296816204617413,0.022482625277328
"Fusion_2q323",2,9.11320862413351e-06,0.000680670337002835,-0.00386793500063711,0.00138434383244709,0.00205968411683088,0.000871990513751652,0.00335907052247634,0.000352008467386358,0.00261946247993347,0.00232821508774987
"Loss_2q313",2,0.0616627681470514,0.032382382486288,-0.155007289530004,0.00400069601577663,0.0762205798092202,-0.0332810249730362,0.0291085978997589,-0.0112807630438493,0.00924413079870292,0.0164326425285681
"Fusion_2q313",2,0.00174707302137445,0.00209129385809547,-0.00732381104654784,-0.00584863224403887,-0.00148015038643247,0.00278651294023884,0.00426750314899406,-0.00278709983382252,0.00064862660320248,0.00332122661154929
"Loss_2q243",2,0.0620477070071238,0.0325035681668133,-0.157370442596005,0.00502282079825219,0.0754495029705118,-0.0327380141969094,0.0281351625262877,-0.00947147022927504,0.00977209786375045,0.0163230116486193
"Gain_2q243",2,0.0166727519467828,-0.0719669641585149,0.0174306853344697,0.0165421622858669,0.025908526160995,-0.0158930261055724,-0.027447395676573,0.0368320610177804,-0.0290231062128317,0.0219242388644493
"Fusion_2q243",2,-0.000223895068208163,0.00168056811423209,-0.000707830707342101,0.00159409394227963,-0.00140065069077059,-0.00167644407977987,0.000888397451690693,-0.00145964871602004,0.000888378011359491,0.00156251707082914
"Loss_2q233",2,0.0624988312963714,0.0326361059234084,-0.158255533548323,0.00501817056895049,0.0758852621364738,-0.0329201118462808,0.0282489254663886,-0.00950381958331336,0.00976077045160333,0.0164094025042149
"Fusion_2q233",2,-0.000840810732900843,0.000166512357352219,-0.00253586079959706,0.0017413357402638,0.000422920598221557,-0.000969648468041657,0.000733549822514112,0.000299643993973476,0.000900527973669316,0.00145468707655365
"Loss_2q223",2,0.062643307524112,0.0336084466787107,-0.159886732742211,0.00281245915135921,0.0757682006882416,-0.036259738621354,0.0261753594820646,-0.0106235015628241,0.00889854607998764,0.0164627564998346
"Fusion_2q223",2,0.00145546216080624,0.0015232295602452,0.00194696952968776,0.00106573341163577,0.00313664473304325,-0.00226392682488672,0.00100686692912552,-0.00251121662869303,0.0017095291387817,0.00253091281729236
"Loss_2q213",2,0.0621547873847605,0.0334561002376169,-0.159024717373578,0.00283186377498534,0.0753458652069126,-0.0360719629441908,0.0260891120494391,-0.01057025370319,0.00891417160287663,0.0163847868531642
"Gain_2q213",2,0.0165173987461635,-0.0724846983609643,0.0171651152163489,0.0160157603386586,0.0254187597685059,-0.0163269387202661,-0.0273952569413804,0.036937991880602,-0.0293151836963293,0.0217097965559814
"Fusion_2q213",2,0.0016184555074357,0.000976751003215535,-0.00952414034805078,0.00438857434876842,0.00712936176511831,-0.00233496156596343,0.00279225653340884,-0.00211838290858596,0.000385685425797928,0.00253146134569688
"Loss_2q143",2,0.0632500821907656,0.0345655701864813,-0.160110898048621,0.00261312874448794,0.0768334997315713,-0.039397626085716,0.0262770346703479,-0.00996494844950194,0.00986429678520088,0.0168978591036598
"Gain_2q143",2,0.0167292233977971,-0.073073646990825,0.0173073045916475,0.0160628901751147,0.0255892013520183,-0.0164114655089615,-0.0275641415497002,0.0370997173721318,-0.0295222534996224,0.0218234121731122
"Fusion_2q143",2,-0.000106815849410264,-0.00057027681421135,-0.000205112379318505,-5.77571759868675e-05,-0.00100709468123346,-0.000838686971063075,0.000494664344071116,0.000775829532156572,-0.00043941187743074,0.00297773604853234
"Fusion_2q13",2,0.0026852317005178,0.0019031205393678,5.61835615178107e-06,-0.00883215133871013,-0.00515699996920016,0.000614085719689189,-0.00415946749292199,0.00856076645180296,-0.000112229029561033,-0.00260188226011326
"Fusion_2q123",2,0.0036969122862316,0.00133731880182041,-0.0123971252619508,-0.0025859296017587,0.00928665904205432,-0.00825230841750991,0.0057016280853681,-0.00438448045583461,0.00232249219042843,0.00609854689140878
"Loss_2q112",2,0.0620842686554502,0.0353010868651606,-0.163948424879377,-0.000544190655496057,0.0785809074956083,-0.0384653020845603,0.0289405986833062,-0.00875214428583609,0.00901015820612493,0.0168054126688145
"Fusion_2q112",2,0.00376747193590181,0.000747242092378137,-0.00776637478888002,-0.00462587933610973,0.00502811835788247,0.00912691582587609,0.00507236564489008,0.000610919971693439,-0.00390399780630476,0.00194254210460926
"Loss_2q10",2,0.0623836898006687,0.0353756073125951,-0.163555568789478,-0.000697082032373461,0.0781722677580443,-0.0384912077417818,0.0285654719544168,-0.00852908251324188,0.00897548366490936,0.0163326868201662
"Fusion_2q10",2,1.17722205896935e-05,-0.00127478148780124,-0.000210335440523397,-0.000913198309347931,-0.000443206071955967,-0.000704648594918077,0.000233009117615517,0.0017136265737668,-0.00126481002377143,0.00224352461587131
"Loss_2p10",2,0.0626814730729185,0.0353225568540608,-0.163206888262628,-0.000651038315612946,0.0777416439577117,-0.038216600605085,0.0283103541826646,-0.00831777207666194,0.00873375824353407,0.0162348986762965
"Fusion_2p10",2,0.00195146428114903,0.00274816721048225,-0.0134708098890548,-0.000387020090572668,0.00839111634600461,-0.00459456639970164,0.00378942175461274,-0.00213109967423574,0.00238581572550941,0.00181099783055852
"Loss_2p111",2,0.0623752761119691,0.0355724530985207,-0.161369329248049,-0.00513431026780917,0.075991286009847,-0.0318161572202842,0.0289515835270318,-0.00770564168886197,0.00694822467015119,0.0167937953066986
"Gain_2p111",2,0.0167525271869774,-0.0724593635660582,0.017223037119248,0.0163823518623726,0.0251928771323075,-0.0162420526685744,-0.0283804404687936,0.0360230978712706,-0.0290952765571487,0.0218248075014495
"Fusion_2p111",2,0.00591312452084882,0.0034902172832258,-0.0110998680928849,-0.00721140195687349,0.00234427389489605,0.0104304418247788,-0.000227265342759667,-0.00412538928650157,-0.00129732164404817,0.00116371434087434
"Loss_2p12",2,0.0620694467383479,0.0355320653164014,-0.160895710644179,-0.00513862225839351,0.0759286973951558,-0.0320534640410475,0.0289642470168356,-0.00785188597673535,0.00702563724880743,0.016923080923665
"Fusion_2p12",2,0.000101192123229499,0.00183955664122668,-0.0032996636438321,-8.88167255858837e-05,0.0017544708028935,-0.00193548454526698,0.00106493504571081,-0.000891905334046445,0.00133437571034615,0.000662112593681535
"Loss_2p131",2,0.061527117491152,0.0351464885689415,-0.159941755956844,-0.00513886819859347,0.0748024129658881,-0.0325606190641328,0.0289447633993963,-0.00845742883083797,0.00706523385424284,0.0177982755536065
"Gain_2p131",2,0.0165368396934483,-0.0717749309247989,0.0170468641646845,0.0163102464844313,0.0249502146228431,-0.0161247502172767,-0.0281259498018579,0.0357779132372225,-0.0288393404592499,0.0216314756380816
"Fusion_2p131",2,0.0100688106745733,0.00150958384753339,-0.00115287460792601,0.00823362537908327,-0.0101666038914523,-0.00310813366541792,0.000978820663960383,0.00232268650452443,-0.0110014950105449,-0.00896192814091171
"Loss_2p14",2,0.0618693776687758,0.0351310003274191,-0.157832409223573,-0.0047953587970097,0.0738680105146718,-0.0334462330858431,0.0293436471456709,-0.00687275089107613,0.0085671828871581,0.016698817105317
"Fusion_2p14",2,0.00730747524905242,0.0029658500970486,-0.00181971948192492,0.00152073951698918,0.00114949061479858,-0.00790192699389348,0.00480006329439275,0.00834077389109635,0.00921602991713357,-0.00475000815094371
"Loss_2p15",2,0.0614760278836807,0.0349981067155261,-0.157447479391815,-0.00416953381678975,0.0732754881210212,-0.0335692052077438,0.0293860535874991,-0.00696152722970704,0.00715078070469839,0.0161386467298453
"Fusion_2p15",2,-0.000326159272352465,0.00180858913659764,0.00135192101073769,-0.00149441143091075,0.00201413514159517,-0.00148389067856389,-0.00332337543712305,0.00378568728637639,-0.00252682235954904,-0.0015720914296073
"Fusion_2p161",2,0.000441214963645448,-0.000137852937477361,0.00163009850479155,-0.00111558457924,0.00309734059361887,-8.51112723945252e-05,-0.00532439938993549,-0.00283230664629993,-0.00192500079435126,-0.000750373114772234
"Loss_2p21",2,0.059635928774196,0.0342317599011938,-0.153676260438287,-0.00385489287869152,0.0710397639179853,-0.0333261994550019,0.0294201030810911,-0.00789302720417733,0.00728293382176127,0.0158311187391728
"Gain_2p21",2,0.0163189854660153,-0.0710686050084315,0.0168462876393992,0.0162352112486638,0.0247147465867772,-0.0159405561613302,-0.0279432346547738,0.0354426710373594,-0.0285282525675064,0.0214075826786737
"Fusion_2p21",2,0.00014198662519365,0.00343343593761111,-0.00575310620736085,-0.00512621586204394,0.0102203961429138,-0.00290701990367995,-0.000665082684796649,-0.00121954792210435,-0.00154428806129699,0.000124296998731039
"Fusion_2p221",2,-0.000132214599795262,0.00305229615628558,0.00276546115699294,-0.00497693512210653,0.00399968852679128,-0.00114935103673899,-0.00323087117015627,0.000851492644846219,-0.00351105659689143,0.000772906488497427
"Loss_2p231",2,0.0567540028443469,0.0325063473884504,-0.148226340431255,-0.00259756795920128,0.0686842596753187,-0.0316177827096834,0.0280642539481413,-0.00758677492535476,0.00746056204688322,0.0157238358077229
"Fusion_2p231",2,0.00139424500601666,0.00206235149531684,0.000198022388591615,-0.00409851202544853,0.00494714415450548,0.00615748822973174,0.000575031539730183,-0.000593753801647943,-0.00666416853866613,-0.00222662934263979
